ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS
252	Fuzhou	世	s.i.e.²¹³	s.i.e.²¹³	s i/j e ²¹³
253	Shanghai	世	s.ɿ.⁵³	s.ɿ.⁵³	s ɿ ⁵³
254	Zhongyuan_Yinyun	世	ʃ.i.Q	ʃ.i.Q	ʃ i Q/⁵¹
52259	Beijing	丘	ʨʰ.i.o.u.⁵⁵	ʨʰ.i.o.u.⁵⁵	tɕʰ i/j ou ⁵⁵
52260	Jinan	丘	ʨʰ.i.o.u.²¹³	ʨʰ.i.o.u.²¹³	tɕʰ i/j ou ²¹³
52261	Xi_an	丘	ʨʰ.i.o.u.²¹	ʨʰ.i.o.u.²¹	tɕʰ i/j ou ²¹
52262	Taiyuan	丘	ʨʰ.i.o.u.¹¹	ʨʰ.i.o.u.¹¹	tɕʰ i/j ou ¹¹
52263	Hankou	丘	ʨʰ.i.o.u.⁵⁵	ʨʰ.i.o.u.⁵⁵	tɕʰ i/j ou ⁵⁵
52264	Chengdu	丘	ʨʰ.i.ə.u.⁴⁴	ʨʰ.i.ə.u.⁴⁴	tɕʰ i/j əu ⁴⁴
52265	Yangzhou	丘	ʨʰ.i.ɤ.ɯ.²¹	ʨʰ.i.ɤ.ɯ.²¹	tɕʰ i/j ɤɯ ²¹
52266	Suzhou	丘	ʨʰ.i.ø.y.⁴⁴	ʨʰ.i.ø.y.⁴⁴	tɕʰ i/j øy ⁴⁴
52267	Wenzhou	丘	ʨʰ.i.a.u.⁴⁴	ʨʰ.i.a.u.⁴⁴	tɕʰ i/j au ⁴⁴
52268	Changsha	丘	ʨʰ.i.ɤ.u.³³	ʨʰ.i.ɤ.u.³³	tɕʰ i/j ɤu ³³
52269	Shuangfeng	丘	ʨʰ.i.ʊ.⁵⁵	ʨʰ.i.ʊ.⁵⁵	tɕʰ i/j ʊ ⁵⁵
52270	Nanchang	丘	ʨʰ.i.u.⁴²	ʨʰ.i.u.⁴²	tɕʰ i/j u ⁴²
52271	Meixian	丘	kʰ.i.u.⁴⁴	kʰ.i.u.⁴⁴	kʰ i/j u ⁴⁴
52272	Guangzhou	丘	j.a.u.⁵³/⁵⁵	j.a.u.⁵³/⁵⁵	j au ⁵³/⁵⁵
52273	Xiamen	丘	kʰ.i.u.⁵⁵	kʰ.i.u.⁵⁵	kʰ i/j u ⁵⁵
52274	Chaozhou	丘	kʰ.u.³³	kʰ.u.³³	kʰ u ³³
52275	Fuzhou	丘	kʰ.i.e.u.⁴⁴	kʰ.i.e.u.⁴⁴	kʰ i/j eu ⁴⁴
52276	Shanghai	丘	ʨʰ.i.ɯ.⁵³	ʨʰ.i.ɯ.⁵³	tɕʰ i/j ɯ ⁵³
255	Beijing	丙	p.i.ŋ.²¹⁴	p.i.ŋ.²¹⁴	p i ŋ ²¹⁴
256	Jinan	丙	p.i.ŋ.⁵⁵	p.i.ŋ.⁵⁵	p i ŋ ⁵⁵
257	Xi_an	丙	p.i.ŋ.⁵³	p.i.ŋ.⁵³	p i ŋ ⁵³
258	Taiyuan	丙	p.i.ŋ.⁵³	p.i.ŋ.⁵³	p i ŋ ⁵³
259	Hankou	丙	p.i.n.⁴²	p.i.n.⁴²	p i n ⁴²
260	Chengdu	丙	p.i.n.⁵³	p.i.n.⁵³	p i n ⁵³
261	Yangzhou	丙	p.iː ⁴²	p.iː ⁴²	p iː ⁴²
262	Suzhou	丙	p.i.n.⁵²	p.i.n.⁵²	p i n ⁵²
263	Wenzhou	丙	p.e.ŋ.⁴⁵	p.e.ŋ.⁴⁵	p e ŋ ⁴⁵
264	Changsha	丙	p.i.n.⁴¹	p.i.n.⁴¹	p i n ⁴¹
265	Shuangfeng	丙	p.i.n.²¹	p.i.n.²¹	p i n ²¹
266	Nanchang	丙	p.i.n.²¹³	p.i.n.²¹³	p i n ²¹³
267	Meixian	丙	p.i.a.ŋ.³¹	p.i.a.ŋ.³¹	p i/j a ŋ ³¹
268	Guangzhou	丙	p.ɪ.ŋ.³⁵	p.ɪ.ŋ.³⁵	p ɪ ŋ ³⁵
269	Xiamen	丙	p.ɪ.ŋ.⁵¹	p.ɪ.ŋ.⁵¹	p ɪ ŋ ⁵¹
270	Chaozhou	丙	p.i.aː ⁵³	p.i.aː ⁵³	p iaː ⁵³
271	Fuzhou	丙	p.i.ŋ.³¹	p.i.ŋ.³¹	p i ŋ ³¹
272	Shanghai	丙	p.i.ŋ.³⁵/⁵⁵	p.i.ŋ.³⁵/⁵⁵	p i ŋ ³⁵/⁵⁵
273	Zhongyuan_Yinyun	丙	p.i.ə.ŋ.S	p.i.ə.ŋ.S	p i/j ə ŋ S/³⁵
274	Beijing	丞	tʂʰ.ə.ŋ.³⁵	tʂʰ.ə.ŋ.³⁵	ʈʂʰ ə ŋ ³⁵
275	Jinan	丞	tʂʰ.ə.ŋ.⁴²	tʂʰ.ə.ŋ.⁴²	ʈʂʰ ə ŋ ⁴²
276	Xi_an	丞	tʂʰ.ə.ŋ.²⁴	tʂʰ.ə.ŋ.²⁴	ʈʂʰ ə ŋ ²⁴
277	Taiyuan	丞	ʦʰ.ə.ŋ.¹¹	ʦʰ.ə.ŋ.¹¹	tsʰ ə ŋ ¹¹
278	Hankou	丞	ʦʰ.ə.n.²¹³	ʦʰ.ə.n.²¹³	tsʰ ə n ²¹³
279	Chengdu	丞	ʦʰ.ə.n.³¹	ʦʰ.ə.n.³¹	tsʰ ə n ³¹
280	Yangzhou	丞	ʦʰ.ə.n.³⁴	ʦʰ.ə.n.³⁴	tsʰ ə n ³⁴
281	Suzhou	丞	z.ə.n.²⁴	z.ə.n.²⁴	z ə n ²⁴
282	Wenzhou	丞	z.e.ŋ.³¹	z.e.ŋ.³¹	z e ŋ ³¹
283	Changsha	丞	tʂ.ə.n.¹³	tʂ.ə.n.¹³	ʈʂ ə n ¹³
284	Shuangfeng	丞	ʥ.i.n.²³	ʥ.i.n.²³	dʑ i n ²³
285	Shuangfeng	丞	d.i.n.²³	d.i.n.²³	d i n ²³
286	Nanchang	丞	ʦʰ.ə.n.²⁴	ʦʰ.ə.n.²⁴	tsʰ ə n ²⁴
287	Meixian	丞	s.ə.n.¹¹	s.ə.n.¹¹	s ə n ¹¹
288	Guangzhou	丞	ʃ.ɪ.ŋ.²¹	ʃ.ɪ.ŋ.²¹	ʃ ɪ ŋ ²¹
289	Xiamen	丞	s.ɪ.ŋ.²⁴	s.ɪ.ŋ.²⁴	s ɪ ŋ ²⁴
290	Chaozhou	丞	s.e.ŋ.⁵⁵	s.e.ŋ.⁵⁵	s e ŋ ⁵⁵
291	Fuzhou	丞	s.i.ŋ.⁵²	s.i.ŋ.⁵²	s i ŋ ⁵²
292	Beijing	丟	t.i.o.u.⁵⁵	t.i.o.u.⁵⁵	t i/j ou ⁵⁵
293	Jinan	丟	t.i.o.u.²¹³	t.i.o.u.²¹³	t i/j ou ²¹³
294	Xi_an	丟	t.i.o.u.²¹	t.i.o.u.²¹	t i/j ou ²¹
295	Taiyuan	丟	t.i.o.u.¹¹	t.i.o.u.¹¹	t i/j ou ¹¹
296	Hankou	丟	t.i.o.u.⁵⁵	t.i.o.u.⁵⁵	t i/j ou ⁵⁵
297	Chengdu	丟	t.i.ə.u.⁴⁴	t.i.ə.u.⁴⁴	t i/j əu ⁴⁴
298	Yangzhou	丟	t.i.ɤ.ɯ.²¹	t.i.ɤ.ɯ.²¹	t i/j ɤɯ ²¹
299	Suzhou	丟	t.ø.y.⁴⁴	t.ø.y.⁴⁴	t øy ⁴⁴
300	Wenzhou	丟	t.i.u.⁴⁴	t.i.u.⁴⁴	t i/j u ⁴⁴
301	Changsha	丟	t.i.ɤ.u.³³	t.i.ɤ.u.³³	t i/j ɤu ³³
302	Shuangfeng	丟	t.i.ʊ.⁵⁵	t.i.ʊ.⁵⁵	t i/j ʊ ⁵⁵
303	Nanchang	丟	t.i.u.⁴²	t.i.u.⁴²	t i/j u ⁴²
304	Meixian	丟	t.i.u.⁴⁴	t.i.u.⁴⁴	t i/j u ⁴⁴
305	Guangzhou	丟	t.i.u.⁵³/⁵⁵	t.i.u.⁵³/⁵⁵	t i/j u ⁵³/⁵⁵
306	Xiamen	丟	t.i.u.⁵⁵	t.i.u.⁵⁵	t i/j u ⁵⁵
307	Chaozhou	丟	t.i.u.³³	t.i.u.³³	t i/j u ³³
308	Fuzhou	丟	t.i.e.u.⁴⁴	t.i.e.u.⁴⁴	t i/j eu ⁴⁴
309	Shanghai	丟	t.i.ɯ.⁵³	t.i.ɯ.⁵³	t i/j ɯ ⁵³
310	Beijing	並	p.i.ŋ.⁵¹	p.i.ŋ.⁵¹	p i ŋ ⁵¹
311	Jinan	並	p.i.ŋ.²¹	p.i.ŋ.²¹	p i ŋ ²¹
312	Xi_an	並	p.i.ŋ.⁵⁵	p.i.ŋ.⁵⁵	p i ŋ ⁵⁵
313	Taiyuan	並	p.i.ŋ.⁴⁵	p.i.ŋ.⁴⁵	p i ŋ ⁴⁵
314	Hankou	並	p.i.n.³⁵	p.i.n.³⁵	p i n ³⁵
315	Chengdu	並	p.i.n.¹³	p.i.n.¹³	p i n ¹³
316	Yangzhou	並	p.iː ⁵⁵	p.iː ⁵⁵	p iː ⁵⁵
317	Suzhou	並	b.i.n.³¹	b.i.n.³¹	b i n ³¹
318	Wenzhou	並	b.e.ŋ.³⁴	b.e.ŋ.³⁴	b e ŋ ³⁴
319	Changsha	並	p.i.n.²¹	p.i.n.²¹	p i n ²¹
320	Shuangfeng	並	b.i.n.³³	b.i.n.³³	b i n ³³
321	Nanchang	並	p.i.n.²¹	p.i.n.²¹	p i n ²¹
322	Meixian	並	p.i.n.⁵²	p.i.n.⁵²	p i n ⁵²
323	Guangzhou	並	p.ɪ.ŋ.²²	p.ɪ.ŋ.²²	p ɪ ŋ ²²
324	Xiamen	並	p.ɪ.ŋ.³³	p.ɪ.ŋ.³³	p ɪ ŋ ³³
325	Xiamen	並	p.ɪ.ŋ.¹¹	p.ɪ.ŋ.¹¹	p ɪ ŋ ¹¹
326	Chaozhou	並	p.e.ŋ.³⁵	p.e.ŋ.³⁵	p e ŋ ³⁵
327	Fuzhou	並	p.e.i.ŋ.²¹³	p.e.i.ŋ.²¹³	p ei ŋ ²¹³
328	Shanghai	並	p.i.ŋ.¹³	p.i.ŋ.¹³	p i ŋ ¹³
329	Zhongyuan_Yinyun	並	p.i.ə.ŋ.Q	p.i.ə.ŋ.Q	p i/j ə ŋ Q/⁵¹
330	Beijing	中	tʂ.u.ŋ.⁵⁵	tʂ.u.ŋ.⁵⁵	ʈʂ u ŋ ⁵⁵
331	Jinan	中	tʂ.u.ŋ.²¹³	tʂ.u.ŋ.²¹³	ʈʂ u ŋ ²¹³
332	Xi_an	中	pf.o.ŋ.²¹	pf.o.ŋ.²¹	pf o ŋ ²¹
333	Taiyuan	中	ʦ.u.ŋ.¹¹	ʦ.u.ŋ.¹¹	ts u ŋ ¹¹
334	Hankou	中	ʦ.o.ŋ.⁵⁵	ʦ.o.ŋ.⁵⁵	ts o ŋ ⁵⁵
335	Chengdu	中	ʦ.o.ŋ.⁴⁴	ʦ.o.ŋ.⁴⁴	ts o ŋ ⁴⁴
336	Yangzhou	中	ʦ.ɔ.u.ŋ.²¹	ʦ.ɔ.u.ŋ.²¹	ts ɔu ŋ ²¹
337	Suzhou	中	ʦ.o.ŋ.⁴⁴	ʦ.o.ŋ.⁴⁴	ts o ŋ ⁴⁴
338	Wenzhou	中	ʨ.y.o.ŋ.⁴⁴	ʨ.y.o.ŋ.⁴⁴	tɕ y/ɥ o ŋ ⁴⁴
339	Changsha	中	tʂ.o.ŋ.³³	tʂ.o.ŋ.³³	ʈʂ o ŋ ³³
340	Shuangfeng	中	ʨ.i.n.⁵⁵	ʨ.i.n.⁵⁵	tɕ i n ⁵⁵
341	Nanchang	中	ʦ.u.ŋ.⁴²	ʦ.u.ŋ.⁴²	ts u ŋ ⁴²
342	Meixian	中	ʦ.u.ŋ.⁴⁴	ʦ.u.ŋ.⁴⁴	ts u ŋ ⁴⁴
343	Guangzhou	中	ʧ.u.ŋ.⁵³/⁵⁵	ʧ.u.ŋ.⁵³/⁵⁵	tʃ u ŋ ⁵³/⁵⁵
344	Xiamen	中	t.i.ɔ.ŋ.⁵⁵	t.i.ɔ.ŋ.⁵⁵	t i/j ɔ ŋ ⁵⁵
345	Chaozhou	中	t.o.ŋ.³³	t.o.ŋ.³³	t o ŋ ³³
346	Fuzhou	中	t.y.ŋ.⁴⁴	t.y.ŋ.⁴⁴	t y ŋ ⁴⁴
347	Shanghai	中	ʦ.o.ŋ.⁵³	ʦ.o.ŋ.⁵³	ts o ŋ ⁵³
348	Zhongyuan_Yinyun	中	ʧ.i.u.ŋ.P	ʧ.i.u.ŋ.P	tʃ i/j u ŋ P/⁵⁵
349	Beijing	中	tʂ.u.ŋ.⁵¹	tʂ.u.ŋ.⁵¹	ʈʂ u ŋ ⁵¹
350	Jinan	中	tʂ.u.ŋ.²¹	tʂ.u.ŋ.²¹	ʈʂ u ŋ ²¹
351	Xi_an	中	pf.o.ŋ.⁵⁵	pf.o.ŋ.⁵⁵	pf o ŋ ⁵⁵
352	Taiyuan	中	ʦ.u.ŋ.⁴⁵	ʦ.u.ŋ.⁴⁵	ts u ŋ ⁴⁵
353	Hankou	中	ʦ.o.ŋ.³⁵	ʦ.o.ŋ.³⁵	ts o ŋ ³⁵
354	Chengdu	中	ʦ.o.ŋ.¹³	ʦ.o.ŋ.¹³	ts o ŋ ¹³
355	Yangzhou	中	ʦ.ɔ.u.ŋ.⁵⁵	ʦ.ɔ.u.ŋ.⁵⁵	ts ɔu ŋ ⁵⁵
356	Suzhou	中	ʦ.o.ŋ.⁴¹²	ʦ.o.ŋ.⁴¹²	ts o ŋ ⁴¹²
357	Wenzhou	中	ʨ.y.o.ŋ.⁴²	ʨ.y.o.ŋ.⁴²	tɕ y/ɥ o ŋ ⁴²
358	Changsha	中	tʂ.o.ŋ.⁵⁵	tʂ.o.ŋ.⁵⁵	ʈʂ o ŋ ⁵⁵
359	Shuangfeng	中	ʨ.i.n.³⁵	ʨ.i.n.³⁵	tɕ i n ³⁵
360	Nanchang	中	ʦ.u.ŋ.⁴⁵	ʦ.u.ŋ.⁴⁵	ts u ŋ ⁴⁵
361	Meixian	中	ʦ.u.ŋ.⁵²	ʦ.u.ŋ.⁵²	ts u ŋ ⁵²
362	Guangzhou	中	ʦ.u.ŋ.³³	ʦ.u.ŋ.³³	ts u ŋ ³³
363	Xiamen	中	t.i.ɔ.ŋ.¹¹	t.i.ɔ.ŋ.¹¹	t i/j ɔ ŋ ¹¹
364	Chaozhou	中	t.o.ŋ.²¹³	t.o.ŋ.²¹³	t o ŋ ²¹³
365	Fuzhou	中	t.ø.y.ŋ.²¹³	t.ø.y.ŋ.²¹³	t øy ŋ ²¹³
366	Shanghai	中	ʦ.o.ŋ.³⁵/⁵⁵	ʦ.o.ŋ.³⁵/⁵⁵	ts o ŋ ³⁵/⁵⁵
367	Zhongyuan_Yinyun	中	ʧ.i.u.ŋ.Q	ʧ.i.u.ŋ.Q	tʃ i/j u ŋ Q/⁵¹
388	Beijing	串	tʂʰu.a.n.⁵¹	tʂʰu.a.n.⁵¹	ʈʂʰ u a n ⁵¹
389	Jinan	串	tʂʰu.aː ²¹	tʂʰu.aː ²¹	ʈʂʰ u aː ²¹
390	Xi_an	串	pfʰ.aː ²¹	pfʰ.aː ²¹	pfʰ aː ²¹
391	Taiyuan	串	ʦʰ.u.æː ⁴⁵	ʦʰ.u.æː ⁴⁵	tsʰ uæː ⁴⁵
392	Hankou	串	ʦʰ.u.a.n.³⁵	ʦʰ.u.a.n.³⁵	tsʰ u/w a n ³⁵
393	Chengdu	串	ʦʰ.u.a.n.¹³	ʦʰ.u.a.n.¹³	tsʰ u/w a n ¹³
394	Yangzhou	串	ʦʰ.u.oː ⁵⁵	ʦʰ.u.oː ⁵⁵	tsʰ uoː ⁵⁵
395	Suzhou	串	ʦʰ.ø.⁴¹²	ʦʰ.ø.⁴¹²	tsʰ ø ⁴¹²
396	Wenzhou	串	ʨʰ.y.o.ŋ.⁴²	ʨʰ.y.o.ŋ.⁴²	tɕʰ y/ɥ o ŋ ⁴²
397	Changsha	串	ʨʰ.y.eː ⁵⁵	ʨʰ.y.eː ⁵⁵	tɕʰ yeː ⁵⁵
398	Shuangfeng	串	tʰ.u.iː ³⁵	tʰ.u.iː ³⁵	tʰ uiː ³⁵
399	Nanchang	串	ʦʰ.ɔ.n.⁴²	ʦʰ.ɔ.n.⁴²	tsʰ ɔ n ⁴²
400	Meixian	串	ʦʰ.ɔ.n.⁵²	ʦʰ.ɔ.n.⁵²	tsʰ ɔ n ⁵²
401	Guangzhou	串	ʧʰ.y.n.³³	ʧʰ.y.n.³³	tʃʰ y n ³³
402	Xiamen	串	ʦʰ.u.a.n.¹¹	ʦʰ.u.a.n.¹¹	tsʰ u/w a n ¹¹
403	Chaozhou	串	ʦʰ.u.e.ŋ.²¹³	ʦʰ.u.e.ŋ.²¹³	tsʰ u/w e ŋ ²¹³
404	Fuzhou	串	ʦʰ.u.ɔ.ŋ.²¹³	ʦʰ.u.ɔ.ŋ.²¹³	tsʰ u/w ɔ ŋ ²¹³
405	Shanghai	串	ʦʰ.ø.⁵³	ʦʰ.ø.⁵³	tsʰ ø ⁵³
406	Zhongyuan_Yinyun	串	ʧʰ.y.e.n.Q	ʧʰ.y.e.n.Q	tʃʰ y/ɥ e n Q/⁵¹
407	Beijing	丸	.u.a.n.³⁵	.u.a.n.³⁵	u/w a n ³⁵
408	Jinan	丸	.u.aː ⁴²	.u.aː ⁴²	uaː ⁴²
409	Xi_an	丸	.u.aː ²⁴	.u.aː ²⁴	uaː ²⁴
410	Taiyuan	丸	v.æː ¹¹	v.æː ¹¹	v æː ¹¹
411	Hankou	丸	.u.a.n.²¹³	.u.a.n.²¹³	u/w a n ²¹³
412	Chengdu	丸	.y.a.n.³¹	.y.a.n.³¹	y/ɥ a n ³¹
413	Yangzhou	丸	.u.oː ³⁴	.u.oː ³⁴	uoː ³⁴
414	Suzhou	丸	ɦ.u.ø.²⁴	ɦ.u.ø.²⁴	ɦ u/w ø ²⁴
415	Wenzhou	丸	ɦ.y.³¹	ɦ.y.³¹	ɦ y ³¹
416	Changsha	丸	.y.eː ¹³	.y.eː ¹³	yeː ¹³
417	Shuangfeng	丸	ɣ.u.aː ²³	ɣ.u.aː ²³	ɣ uaː ²³
418	Nanchang	丸	.y.ɔ.n.⁴⁵	.y.ɔ.n.⁴⁵	y/ɥ ɔ n ⁴⁵
419	Meixian	丸	j.a.n.¹¹	j.a.n.¹¹	j a n ¹¹
420	Guangzhou	丸	j.y.n.²¹	j.y.n.²¹	j y n ²¹
421	Xiamen	丸	.u.a.n.²⁴	.u.a.n.²⁴	u/w a n ²⁴
422	Chaozhou	丸	.iː ⁵⁵	.iː ⁵⁵	iː ⁵⁵
423	Fuzhou	丸	.u.ɔ.ŋ.⁵²	.u.ɔ.ŋ.⁵²	u/w ɔ ŋ ⁵²
424	Shanghai	丸	.u.ø.³⁵/⁵⁵	.u.ø.³⁵/⁵⁵	u/w ø ³⁵/⁵⁵
425	Zhongyuan_Yinyun	丸	.o.n.P²	.o.n.P²	o n P²/⁵⁵
426	Beijing	丹	t.a.n.⁵⁵	t.a.n.⁵⁵	t a n ⁵⁵
427	Jinan	丹	t.aː ²¹³	t.aː ²¹³	t aː ²¹³
428	Xi_an	丹	t.aː ²¹	t.aː ²¹	t aː ²¹
429	Taiyuan	丹	t.æː ¹¹	t.æː ¹¹	t æː ¹¹
430	Hankou	丹	t.a.n.⁵⁵	t.a.n.⁵⁵	t a n ⁵⁵
431	Chengdu	丹	t.a.n.⁴⁴	t.a.n.⁴⁴	t a n ⁴⁴
432	Yangzhou	丹	t.ɛː ²¹	t.ɛː ²¹	t ɛː ²¹
433	Suzhou	丹	t.E.⁴⁴	t.E.⁴⁴	t ᴇ/ɛ ⁴⁴
434	Wenzhou	丹	t.a.⁴⁴	t.a.⁴⁴	t a ⁴⁴
435	Changsha	丹	t.a.n.³³	t.a.n.³³	t a n ³³
436	Shuangfeng	丹	t.aː ⁵⁵	t.aː ⁵⁵	t aː ⁵⁵
437	Nanchang	丹	t.a.n.⁴²	t.a.n.⁴²	t a n ⁴²
438	Meixian	丹	t.a.n.⁴⁴	t.a.n.⁴⁴	t a n ⁴⁴
439	Guangzhou	丹	t.a:.n.⁵³/⁵⁵	t.a:.n.⁵³/⁵⁵	t aː n ⁵³/⁵⁵
440	Xiamen	丹	t.a.n.⁵⁵	t.a.n.⁵⁵	t a n ⁵⁵
441	Chaozhou	丹	t.a.ŋ.³³	t.a.ŋ.³³	t a ŋ ³³
442	Fuzhou	丹	t.a.ŋ.⁴⁴	t.a.ŋ.⁴⁴	t a ŋ ⁴⁴
443	Shanghai	丹	t.E.⁵³	t.E.⁵³	t ᴇ/ɛ ⁵³
444	Zhongyuan_Yinyun	丹	t.a.n.P	t.a.n.P	t a n P/⁵⁵
445	Beijing	主	tʂ.u.²¹⁴	tʂ.u.²¹⁴	ʈʂ u ²¹⁴
446	Jinan	主	tʂ.u.⁵⁵	tʂ.u.⁵⁵	ʈʂ u ⁵⁵
447	Xi_an	主	pf.u.⁵³	pf.u.⁵³	pf u ⁵³
448	Taiyuan	主	ʦ.u.⁵³	ʦ.u.⁵³	ts u ⁵³
449	Hankou	主	ʨ.u.⁴²	ʨ.u.⁴²	tɕ u ⁴²
450	Chengdu	主	ʦ.u.⁵³	ʦ.u.⁵³	ts u ⁵³
451	Yangzhou	主	ʦ.u.⁴²	ʦ.u.⁴²	ts u ⁴²
452	Suzhou	主	ʦ.ɥ.⁵²	ʦ.ɥ.⁵²	ts ɥ ⁵²
453	Wenzhou	主	ʦ.ɿ.⁴⁵	ʦ.ɿ.⁴⁵	ts ɿ ⁴⁵
454	Changsha	主	ʨ.y.⁴¹	ʨ.y.⁴¹	tɕ y ⁴¹
455	Shuangfeng	主	t.y.²¹	t.y.²¹	t y ²¹
456	Nanchang	主	ʨ.y.²¹³	ʨ.y.²¹³	tɕ y ²¹³
457	Meixian	主	ʦ.u.³¹	ʦ.u.³¹	ts u ³¹
458	Guangzhou	主	ʧ.y.³⁵	ʧ.y.³⁵	tʃ y ³⁵
459	Xiamen	主	ʦ.u.⁵¹	ʦ.u.⁵¹	ts u ⁵¹
460	Chaozhou	主	ʦ.u.⁵³	ʦ.u.⁵³	ts u ⁵³
461	Fuzhou	主	ʦ.y.³¹	ʦ.y.³¹	ts y ³¹
462	Shanghai	主	ʦ.ɥ.³⁵/⁵⁵	ʦ.ɥ.³⁵/⁵⁵	ts ɥ ³⁵/⁵⁵
481	Beijing	乃	n.a.i.²¹⁴	n.a.i.²¹⁴	n ai ²¹⁴
482	Jinan	乃	n.ɛ.²¹	n.ɛ.²¹	n ɛ ²¹
483	Xi_an	乃	n.ɛ.⁵³	n.ɛ.⁵³	n ɛ ⁵³
484	Taiyuan	乃	n.a.i.⁵³	n.a.i.⁵³	n ai ⁵³
485	Hankou	乃	n.a.i.⁴²	n.a.i.⁴²	n ai ⁴²
486	Chengdu	乃	n.a.i.⁵³	n.a.i.⁵³	n ai ⁵³
487	Yangzhou	乃	n.ɛ.⁴²	n.ɛ.⁴²	n ɛ ⁴²
488	Suzhou	乃	n.E.⁴⁴	n.E.⁴⁴	n ᴇ/ɛ ⁴⁴
489	Wenzhou	乃	n.a.³⁴	n.a.³⁴	n a ³⁴
490	Wenzhou	乃	n.a.⁴⁴	n.a.⁴⁴	n a ⁴⁴
491	Changsha	乃	n.a.i.⁴¹	n.a.i.⁴¹	n ai ⁴¹
492	Shuangfeng	乃	n.a.²¹	n.a.²¹	n a ²¹
493	Nanchang	乃	l.a.i.²¹³	l.a.i.²¹³	l ai ²¹³
494	Meixian	乃	n.a.i.⁴⁴	n.a.i.⁴⁴	n ai ⁴⁴
495	Guangzhou	乃	n.a.i.²³	n.a.i.²³	n ai ²³
496	Xiamen	乃	n.a.iː ⁵¹	n.a.iː ⁵¹	n aiː ⁵¹
497	Chaozhou	乃	n.a.i.³⁵	n.a.i.³⁵	n ai ³⁵
498	Fuzhou	乃	n.a.i.³¹	n.a.i.³¹	n ai ³¹
499	Shanghai	乃	n.E.¹³	n.E.¹³	n ᴇ/ɛ ¹³
500	Zhongyuan_Yinyun	乃	n.a.i.S	n.a.i.S	n ai S/³⁵
501	Beijing	久	ʨ.i.o.u.²¹⁴	ʨ.i.o.u.²¹⁴	tɕ i/j ou ²¹⁴
502	Jinan	久	ʨ.i.o.u.⁵⁵	ʨ.i.o.u.⁵⁵	tɕ i/j ou ⁵⁵
503	Xi_an	久	ʨ.i.o.u.⁵³	ʨ.i.o.u.⁵³	tɕ i/j ou ⁵³
504	Taiyuan	久	ʨ.i.o.u.⁵³	ʨ.i.o.u.⁵³	tɕ i/j ou ⁵³
505	Hankou	久	ʨ.i.o.u.⁴²	ʨ.i.o.u.⁴²	tɕ i/j ou ⁴²
506	Chengdu	久	ʨ.i.ə.u.⁵³	ʨ.i.ə.u.⁵³	tɕ i/j əu ⁵³
507	Yangzhou	久	ʨ.i.ɤ.ɯ.⁴²	ʨ.i.ɤ.ɯ.⁴²	tɕ i/j ɤɯ ⁴²
508	Suzhou	久	ʨ.i.ø.y.⁵²	ʨ.i.ø.y.⁵²	tɕ i/j øy ⁵²
509	Wenzhou	久	ʨ.i.a.u.⁴⁵	ʨ.i.a.u.⁴⁵	tɕ i/j au ⁴⁵
510	Changsha	久	t.i.ɤ.u.⁴¹	t.i.ɤ.u.⁴¹	t i/j ɤu ⁴¹
511	Shuangfeng	久	ʨ.i.ʊ.²¹	ʨ.i.ʊ.²¹	tɕ i/j ʊ ²¹
512	Nanchang	久	ʨ.i.u.²¹³	ʨ.i.u.²¹³	tɕ i/j u ²¹³
513	Meixian	久	k.i.u.³¹	k.i.u.³¹	k i/j u ³¹
514	Guangzhou	久	k.a.u.³⁵	k.a.u.³⁵	k au ³⁵
515	Xiamen	久	k.i.u.⁵¹	k.i.u.⁵¹	k i/j u ⁵¹
516	Chaozhou	久	k.u.⁵³	k.u.⁵³	k u ⁵³
517	Fuzhou	久	k.i.e.u.³¹	k.i.e.u.³¹	k i/j eu ³¹
518	Shanghai	久	ʨ.i.ɯ.³⁵/⁵⁵	ʨ.i.ɯ.³⁵/⁵⁵	tɕ i/j ɯ ³⁵/⁵⁵
519	Zhongyuan_Yinyun	久	k.i.o.u.S	k.i.o.u.S	k i/j ou S/³⁵
52277	Beijing	么	.i.a.u.⁵⁵	.i.a.u.⁵⁵	i/j au ⁵⁵
52278	Jinan	么	.i.ɔ.²¹³	.i.ɔ.²¹³	i/j ɔ ²¹³
52279	Xi_an	么	.i.a.u.²¹	.i.a.u.²¹	i/j au ²¹
52280	Taiyuan	么	.i.a.u.¹¹	.i.a.u.¹¹	i/j au ¹¹
52281	Hankou	么	.i.a.u.⁵⁵	.i.a.u.⁵⁵	i/j au ⁵⁵
52282	Chengdu	么	.i.a.u.⁴⁴	.i.a.u.⁴⁴	i/j au ⁴⁴
52283	Yangzhou	么	.i.ɔ.²¹	.i.ɔ.²¹	i/j ɔ ²¹
52284	Suzhou	么	.i.æ.⁴⁴	.i.æ.⁴⁴	i/j æ ⁴⁴
52285	Wenzhou	么	.i.ɛ.⁴⁴	.i.ɛ.⁴⁴	i/j ɛ ⁴⁴
52286	Changsha	么	.i.a.u.³³	.i.a.u.³³	i/j au ³³
52287	Shuangfeng	么	.i.ə.⁵⁵	.i.ə.⁵⁵	i/j ə ⁵⁵
52288	Nanchang	么	.i.ɛ.u.⁴²	.i.ɛ.u.⁴²	i/j ɛu ⁴²
