CHARACTER	PINYIN	DOCULECT	VALUE	SEGMENTS	WENBAI_YIDU
墳	fén	Chengdu	f.ə.n.³¹	f ə n ³¹	1
墳	fén	Yangzhou	f.ə.n.³⁴	f ə n ³⁴	1
墳	fén	Suzhou	v.ə.n.²⁴	v ə n ²⁴	1
墳	fén	Wenzhou	v.a.ŋ.³¹	v a ŋ ³¹	1
墳	fén	Changsha	f.ə.n.¹³	f ə n ¹³	1
墳	fén	Shuangfeng	ɣ.u.ə.n.²³	ɣ u ə n ²³	1
墳	fén	Nanchang	ɸ.u.n.⁴⁵	ɸ u n ⁴⁵	1
墳	fén	Meixian	pʰ.u.n.¹¹	pʰ u n ¹¹	1
墳	fén	Guangzhou	f.a.n.²¹	f a n ²¹	1
墳	fén	Xiamen	h.u.n.²⁴	h u n ²⁴	1
墳	fén	Chaozhou	pʰ.u.ŋ.⁵⁵	pʰ u ŋ ⁵⁵	1
墳	fén	Fuzhou	x.u.ŋ.⁵²	x u ŋ ⁵²	1
墳	fén	Shanghai	v.ə.ŋ.¹³	v ə ŋ ¹³	1
墳	fén	Zhongyuan_Yinyun	f.ə.n.P²	f ə n P²	1
墾	kěn	Beijing	kʰ.ə.n.²¹⁴	kʰ ə n ²¹⁴	1
墾	kěn	Jinan	kʰ.eː ⁵⁵	kʰ eː ⁵⁵	1
墾	kěn	Xi_an	kʰ.eː ⁵³	kʰ eː ⁵³	1
墾	kěn	Taiyuan	kʰ.ə.ŋ.⁵³	kʰ ə ŋ ⁵³	1
墾	kěn	Hankou	kʰ.ə.n.⁴²	kʰ ə n ⁴²	1
墾	kěn	Chengdu	kʰ.ə.n.⁵³	kʰ ə n ⁵³	1
墾	kěn	Yangzhou	kʰ.ə.n.⁴²	kʰ ə n ⁴²	1
墾	kěn	Suzhou	kʰ.ə.n.⁵²	kʰ ə n ⁵²	1
墾	kěn	Wenzhou	kʰ.a.ŋ.⁴⁵	kʰ a ŋ ⁴⁵	1
墾	kěn	Changsha	kʰ.ə.n.⁴¹	kʰ ə n ⁴¹	1
墾	kěn	Shuangfeng	kʰ.i.ɛː ²¹	kʰ i ɛː ²¹	1
墾	kěn	Nanchang	kʰ.ɛ.n.²¹³	kʰ ɛ n ²¹³	1
墾	kěn	Meixian	kʰ.ɛ.n.³¹	kʰ ɛ n ³¹	1
墾	kěn	Guangzhou	h.a.n.³⁵	h a n ³⁵	1
墾	kěn	Xiamen	kʰ.u.n.⁵¹	kʰ u n ⁵¹	1
墾	kěn	Chaozhou	kʰ.ɯ.ŋ.⁵³	kʰ ɯ ŋ ⁵³	1
墾	kěn	Fuzhou	kʰ.o.u.ŋ.³¹	kʰ o u ŋ ³¹	1
壁	bì	Beijing	p.i.⁵¹	p i ⁵¹	1
壁	bì	Jinan	p.i.²¹	p i ²¹	1
壁	bì	Xi_an	p.i.²¹	p i ²¹	1
壁	bì	Taiyuan	p.i.ə.ʔ.²	p i ə ʔ ²	1
壁	bì	Hankou	p.i.²¹³	p i ²¹³	1
壁	bì	Chengdu	p.i.³¹	p i ³¹	1
壁	bì	Yangzhou	p.i.ə.ʔ.⁴	p i ə ʔ ⁴	1
壁	bì	Suzhou	p.i.ɤ.ʔ.⁴	p i ɤ ʔ ⁴	1
壁	bì	Wenzhou	p.i.³²³	p i ³²³	1
壁	bì	Changsha	p.i.²⁴	p i ²⁴	1
壁	bì	Shuangfeng	p.i.²³	p i ²³	1
壁	bì	Shuangfeng	p.i.o.²³	p i o ²³	1
壁	bì	Nanchang	p.i.a.k.⁵	p i a k ⁵	1
壁	bì	Meixian	p.i.a.k.¹	p i a k ¹	1
壁	bì	Guangzhou	p.ɪ.k.⁵	p ɪ k ⁵	1
壁	bì	Xiamen	p.ɪ.k.³²	p ɪ k ³²	1
壁	bì	Xiamen	p.i.a.ʔ.³²	p i a ʔ ³²	1
壁	bì	Chaozhou	p.i.a.ʔ.²¹	p i a ʔ ²¹	1
壁	bì	Fuzhou	p.i.e.ʔ.²³	p i e ʔ ²³	1
壁	bì	Shanghai	p.ɪ.ʔ.⁵	p ɪ ʔ ⁵	1
壁	bì	Zhongyuan_Yinyun	p.i.R¹	p i R¹	1
妻	qī	Beijing	ʨʰ.i.⁵⁵	ʨʰ i ⁵⁵	1
妻	qī	Jinan	ʨʰ.i.²¹³	ʨʰ i ²¹³	1
妻	qī	Xi_an	ʨʰ.i.²¹	ʨʰ i ²¹	1
妻	qī	Taiyuan	ʨʰ.i.¹¹	ʨʰ i ¹¹	1
妻	qī	Hankou	ʨʰ.i.⁵⁵	ʨʰ i ⁵⁵	1
妻	qī	Chengdu	ʨʰ.i.⁴⁴	ʨʰ i ⁴⁴	1
妻	qī	Yangzhou	ʨʰ.i.²¹	ʨʰ i ²¹	1
妻	qī	Suzhou	ʦʰ.i.⁴⁴	ʦʰ i ⁴⁴	1
妻	qī	Wenzhou	ʦʰ.e.i.⁴⁴	ʦʰ e i ⁴⁴	1
妻	qī	Changsha	ʦʰ.i.³³	ʦʰ i ³³	1
妻	qī	Shuangfeng	ʨʰ.i.⁵⁵	ʨʰ i ⁵⁵	1
妻	qī	Nanchang	ʨʰ.i.⁴²	ʨʰ i ⁴²	1
妻	qī	Meixian	ʦʰ.i.⁴⁴	ʦʰ i ⁴⁴	1
妻	qī	Guangzhou	ʧʰ.a.i.⁵³/⁵⁵	ʧʰ a i ⁵³/⁵⁵	1
妻	qī	Xiamen	ʦʰ.e.⁵⁵	ʦʰ e ⁵⁵	1
妻	qī	Xiamen	ʦ.e.¹¹	ʦ e ¹¹	1
妻	qī	Chaozhou	ʦʰ.i.³³	ʦʰ i ³³	1
妻	qī	Fuzhou	ʦʰ.ɛ.⁴⁴	ʦʰ ɛ ⁴⁴	1
妻	qī	Shanghai	ʦʰ.i.⁵³	ʦʰ i ⁵³	1
妻	qī	Zhongyuan_Yinyun	ʦʰ.i.P	ʦʰ i P	1
壓	yā	Beijing	.i.a.⁵⁵	i a ⁵⁵	1
壓	yā	Jinan	.i.a.²¹³	i a ²¹³	1
壓	yā	Xi_an	.i.a.²¹	i a ²¹	1
壓	yā	Taiyuan	.i.a.ʔ.²	i a ʔ ²	1
壓	yā	Hankou	.i.a.²¹³	i a ²¹³	1
壓	yā	Chengdu	.i.a.¹³	i a ¹³	1
壓	yā	Yangzhou	.i.a.ʔ.⁴	i a ʔ ⁴	1
壓	yā	Suzhou	.ɒ.ʔ.⁴	ɒ ʔ ⁴	1
壓	yā	Wenzhou	.a.³²³	a ³²³	1
壓	yā	Changsha	.i.a.²⁴	i a ²⁴	1
壓	yā	Changsha	ŋ.a.²⁴	ŋ a ²⁴	1
壓	yā	Shuangfeng	ŋ.a.³⁵	ŋ a ³⁵	1
壓	yā	Nanchang	ŋ.a.t.⁵	ŋ a t ⁵	1
壓	yā	Meixian	.a.p.¹	a p ¹	1
壓	yā	Guangzhou	ŋ.a:.t.³	ŋ a: t ³	1
壓	yā	Xiamen	.a.p.³²	a p ³²	1
壓	yā	Xiamen	t.e.ʔ.³²	t e ʔ ³²	1
壓	yā	Chaozhou	.i.ə.p.²¹	i ə p ²¹	1
壓	yā	Fuzhou	.a.ʔ.²³	a ʔ ²³	1
壓	yā	Fuzhou	t.a.ʔ.²³	t a ʔ ²³	1
壓	yā	Shanghai	.a.ʔ.⁵	a ʔ ⁵	1
壓	yā	Zhongyuan_Yinyun	.a.R³	a R³	1
壞	huài	Beijing	ʐ.a.ŋ.²¹⁴	ʐ a ŋ ²¹⁴	1
壞	huài	Jinan	ʐ.a.ŋ.⁵⁵	ʐ a ŋ ⁵⁵	1
壞	huài	Xi_an	ʐ.a.ŋ.⁵³	ʐ a ŋ ⁵³	1
壞	huài	Taiyuan	z.ɒː ⁵³	z ɒː ⁵³	1
壞	huài	Hankou	n.a.ŋ.⁴²	n a ŋ ⁴²	1
壞	huài	Chengdu	z.a.ŋ.⁵³	z a ŋ ⁵³	1
壞	huài	Yangzhou	l.ɑ.ŋ.⁴²	l ɑ ŋ ⁴²	1
壞	huài	Suzhou	ɲ.i.a.ŋ.³¹	ɲ i a ŋ ³¹	1
壞	huài	Wenzhou	ɦ.i.³¹	ɦ i ³¹	1
壞	huài	Changsha	ʐ.a.n.⁴¹	ʐ a n ⁴¹	1
壞	huài	Shuangfeng	.i.a.ŋ.³³	i a ŋ ³³	1
壞	huài	Nanchang	l.ɔ.ŋ.²¹³	l ɔ ŋ ²¹³	1
壞	huài	Meixian	j.ɔ.ŋ.⁵²	j ɔ ŋ ⁵²	1
壞	huài	Guangzhou	j.œ.ŋ.²³	j œ ŋ ²³	1
壞	huài	Xiamen	ʣ.i.ɔ.ŋ.⁵¹	ʣ i ɔ ŋ ⁵¹	1
壞	huài	Chaozhou	z.i.a.ŋ.⁵³	z i a ŋ ⁵³	1
壞	huài	Fuzhou	.y.ɔ.³¹	y ɔ ³¹	1
壞	huài	Shanghai	ɲ.i.aː ¹³	ɲ i aː ¹³	1
壞	huài	Zhongyuan_Yinyun	ʒ.i.a.ŋ.S	ʒ i a ŋ S	1
壩	bà	Beijing	p.a.⁵¹	p a ⁵¹	1
壩	bà	Jinan	p.a.²¹	p a ²¹	1
壩	bà	Xi_an	p.a.⁵⁵	p a ⁵⁵	1
壩	bà	Taiyuan	p.a.⁴⁵	p a ⁴⁵	1
壩	bà	Hankou	p.a.³⁵	p a ³⁵	1
壩	bà	Chengdu	p.a.¹³	p a ¹³	1
壩	bà	Yangzhou	p.a.i.⁵⁵	p a i ⁵⁵	1
壩	bà	Suzhou	p.o.⁴¹²	p o ⁴¹²	1
壩	bà	Wenzhou	p.o.⁴²	p o ⁴²	1
壩	bà	Changsha	p.a.⁵⁵	p a ⁵⁵	1
壩	bà	Shuangfeng	p.o.³⁵	p o ³⁵	1
壩	bà	Nanchang	p.a.⁴⁵	p a ⁴⁵	1
壩	bà	Meixian	p.a.⁵²	p a ⁵²	1
壩	bà	Guangzhou	p.a.³³	p a ³³	1
壩	bà	Xiamen	p.a.¹¹	p a ¹¹	1
壩	bà	Chaozhou	p.a.²¹³	p a ²¹³	1
壩	bà	Fuzhou	p.a.²¹³	p a ²¹³	1
士	shì	Beijing	ʂ.ʅ.⁵¹	ʂ ʅ ⁵¹	1
士	shì	Jinan	ʂ.ʅ.²¹	ʂ ʅ ²¹	1
士	shì	Xi_an	s.ɿ.⁵⁵	s ɿ ⁵⁵	1
士	shì	Taiyuan	s.ɿ.⁴⁵	s ɿ ⁴⁵	1
士	shì	Hankou	s.ɿ.³⁵	s ɿ ³⁵	1
士	shì	Chengdu	s.ɿ.¹³	s ɿ ¹³	1
士	shì	Yangzhou	s.ɿ.⁵⁵	s ɿ ⁵⁵	1
士	shì	Suzhou	z.ɿ.³¹	z ɿ ³¹	1
士	shì	Wenzhou	z.ɿ.³⁴	z ɿ ³⁴	1
士	shì	Changsha	s.ɿ.⁵⁵	s ɿ ⁵⁵	1
士	shì	Shuangfeng	ʣ.ɿ.³³	ʣ ɿ ³³	1
士	shì	Nanchang	ʦʰ.ɿ.²¹	ʦʰ ɿ ²¹	1
士	shì	Meixian	s.ɿ.⁵²	s ɿ ⁵²	1
士	shì	Guangzhou	ʃ.i.²²	ʃ i ²²	1
士	shì	Xiamen	s.u.³³	s u ³³	1
士	shì	Chaozhou	s.ɿ.³⁵	s ɿ ³⁵	1
士	shì	Fuzhou	s.ø.y.²⁴²	s ø y ²⁴²	1
士	shì	Shanghai	z.ɿ.¹³	z ɿ ¹³	1
士	shì	Zhongyuan_Yinyun	ʃ.ɿ.Q	ʃ ɿ Q	1
壯	zhuàng	Beijing	tʂ.u.a.ŋ.⁵¹	tʂ u a ŋ ⁵¹	1
壯	zhuàng	Jinan	tʂ.u.a.ŋ.²¹	tʂ u a ŋ ²¹	1
壯	zhuàng	Xi_an	pf.a.ŋ.⁵⁵	pf a ŋ ⁵⁵	1
壯	zhuàng	Taiyuan	ʦ.u.ɒː ⁴⁵	ʦ u ɒː ⁴⁵	1
壯	zhuàng	Hankou	ʦ.a.ŋ.³⁵	ʦ a ŋ ³⁵	1
壯	zhuàng	Hankou	ʦ.u.a.ŋ.³⁵	ʦ u a ŋ ³⁵	1
壯	zhuàng	Hankou	ʨ.y.a.ŋ.³⁵	ʨ y a ŋ ³⁵	1
壯	zhuàng	Chengdu	ʦ.u.ɑ.ŋ.¹³	ʦ u ɑ ŋ ¹³	1
壯	zhuàng	Yangzhou	ʦ.u.a.ŋ.⁵⁵	ʦ u a ŋ ⁵⁵	1
壯	zhuàng	Suzhou	ʦ.ɒ.ŋ.⁴¹²	ʦ ɒ ŋ ⁴¹²	1
壯	zhuàng	Wenzhou	ʦ.ɔ.⁴²	ʦ ɔ ⁴²	1
壯	zhuàng	Changsha	ʨ.y.a.n.⁵⁵	ʨ y a n ⁵⁵	1
壯	zhuàng	Shuangfeng	ʦ.a.ŋ.³⁵	ʦ a ŋ ³⁵	1
壯	zhuàng	Nanchang	ʦ.ɔ.ŋ.⁴⁵	ʦ ɔ ŋ ⁴⁵	1
壯	zhuàng	Meixian	ʦ.ɔ.ŋ.⁵²	ʦ ɔ ŋ ⁵²	1
壯	zhuàng	Guangzhou	ʧ.ɔ.ŋ.³³	ʧ ɔ ŋ ³³	1
壯	zhuàng	Xiamen	ʦ.ɔ.ŋ.¹¹	ʦ ɔ ŋ ¹¹	1
壯	zhuàng	Chaozhou	ʦ.a.ŋ.²¹³	ʦ a ŋ ²¹³	1
壯	zhuàng	Fuzhou	ʦ.a.u.ŋ.²¹³	ʦ a u ŋ ²¹³	1
壯	zhuàng	Shanghai	ʦ.ɒː ³⁵/⁵⁵	ʦ ɒː ³⁵/⁵⁵	1
壯	zhuàng	Zhongyuan_Yinyun	ʧ.u.a.ŋ.Q	ʧ u a ŋ Q	1
壺	hú	Beijing	x.u.³⁵	x u ³⁵	1
壺	hú	Jinan	x.u.⁴²	x u ⁴²	1
壺	hú	Xi_an	x.u.²⁴	x u ²⁴	1
壺	hú	Taiyuan	x.u.¹¹	x u ¹¹	1
壺	hú	Hankou	x.u.²¹³	x u ²¹³	1
壺	hú	Chengdu	f.u.³¹	f u ³¹	1
壺	hú	Yangzhou	x.u.³⁴	x u ³⁴	1
壺	hú	Suzhou	ɦ.ə.u.²⁴	ɦ ə u ²⁴	1
壺	hú	Wenzhou	v.u.³¹	v u ³¹	1
壺	hú	Changsha	f.u.¹³	f u ¹³	1
壺	hú	Shuangfeng	ɣ.ə.u.²³	ɣ ə u ²³	1
壺	hú	Nanchang	ɸ.u.⁴⁵	ɸ u ⁴⁵	1
壺	hú	Meixian	f.u.¹¹	f u ¹¹	1
壺	hú	Guangzhou	.u.u.²¹	u u ²¹	1
壺	hú	Xiamen	h.ɔ.²⁴	h ɔ ²⁴	1
壺	hú	Chaozhou	h.u.⁵⁵	h u ⁵⁵	1
壺	hú	Fuzhou	x.u.⁵²	x u ⁵²	1
壺	hú	Shanghai	ɦ.u.¹³	ɦ u ¹³	1
壺	hú	Zhongyuan_Yinyun	x.u.P²	x u P²	1
婿	xù	Beijing	ɕ.y.⁵¹	ɕ y ⁵¹	1
婿	xù	Jinan	ɕ.y.²¹	ɕ y ²¹	1
婿	xù	Xi_an	ɕ.i.²¹	ɕ i ²¹	1
婿	xù	Taiyuan	ɕ.y.⁴⁵	ɕ y ⁴⁵	1
婿	xù	Hankou	ɕ.i.³⁵	ɕ i ³⁵	1
婿	xù	Chengdu	ɕ.i.¹³	ɕ i ¹³	1
婿	xù	Yangzhou	ɕ.y.⁵⁵	ɕ y ⁵⁵	1
婿	xù	Suzhou	s.i.⁴⁴	s i ⁴⁴	1
婿	xù	Wenzhou	s.e.i.⁴²	s e i ⁴²	1
婿	xù	Changsha	s.i.¹³	s i ¹³	1
婿	xù	Shuangfeng	ɕ.i.²³	ɕ i ²³	1
婿	xù	Nanchang	ɕ.y.⁴²	ɕ y ⁴²	1
婿	xù	Meixian	s.ɛ.⁵²	s ɛ ⁵²	1
婿	xù	Guangzhou	ʃ.a.i.³³	ʃ a i ³³	1
婿	xù	Xiamen	s.e.¹¹	s e ¹¹	1
婿	xù	Xiamen	s.a.i.¹¹	s a i ¹¹	1
婿	xù	Chaozhou	s.a.i.²¹³	s a i ²¹³	1
婿	xù	Fuzhou	s.a.²¹³	s a ²¹³	1
婿	xù	Shanghai	s.y.³⁵/⁵⁵	s y ³⁵/⁵⁵	1
婿	xù	Zhongyuan_Yinyun	s.i.Q	s i Q	1
壽	shòu	Beijing	ʂ.o.u.⁵¹	ʂ o u ⁵¹	1
壽	shòu	Jinan	ʂ.o.u.²¹	ʂ o u ²¹	1
壽	shòu	Xi_an	ʂ.o.u.⁵⁵	ʂ o u ⁵⁵	1
壽	shòu	Taiyuan	s.o.u.⁴⁵	s o u ⁴⁵	1
壽	shòu	Hankou	s.o.u.³⁵	s o u ³⁵	1
壽	shòu	Chengdu	s.ə.u.¹³	s ə u ¹³	1
壽	shòu	Yangzhou	s.ɤ.ɯ.⁵⁵	s ɤ ɯ ⁵⁵	1
壽	shòu	Suzhou	z.ø.y.³¹	z ø y ³¹	1
壽	shòu	Wenzhou	ɦ.i.u.²²	ɦ i u ²²	1
壽	shòu	Changsha	ʂ.ɤ.u.⁵⁵	ʂ ɤ u ⁵⁵	1
壽	shòu	Changsha	s.ɤ.u.²¹	s ɤ u ²¹	1
壽	shòu	Shuangfeng	ɣ.i.ʊ.³³	ɣ i ʊ ³³	1
壽	shòu	Nanchang	s.ə.u.²¹	s ə u ²¹	1
壽	shòu	Meixian	s.u.⁵²	s u ⁵²	1
壽	shòu	Guangzhou	ʃ.a.u.²²	ʃ a u ²²	1
壽	shòu	Xiamen	s.i.u.³³	s i u ³³	1
壽	shòu	Chaozhou	s.i.u.¹¹	s i u ¹¹	1
壽	shòu	Fuzhou	s.i.e.u.²⁴²	s i e u ²⁴²	1
壽	shòu	Shanghai	z.ɤ.¹³	z ɤ ¹³	1
壽	shòu	Zhongyuan_Yinyun	ʃ.i.o.u.Q	ʃ i o u Q	1
夏	xià	Beijing	ɕ.i.a.⁵¹	ɕ i a ⁵¹	1
夏	xià	Jinan	ɕ.i.a.²¹	ɕ i a ²¹	1
夏	xià	Xi_an	ɕ.i.a.⁵⁵	ɕ i a ⁵⁵	1
夏	xià	Taiyuan	ɕ.i.a.⁴⁵	ɕ i a ⁴⁵	1
夏	xià	Hankou	ɕ.i.a.³⁵	ɕ i a ³⁵	1
夏	xià	Chengdu	ɕ.i.a.¹³	ɕ i a ¹³	1
夏	xià	Yangzhou	ɕ.i.a.⁵⁵	ɕ i a ⁵⁵	1
夏	xià	Suzhou	ɕ.i.ɒ.³¹	ɕ i ɒ ³¹	1
夏	xià	Suzhou	ɦ.o.³¹	ɦ o ³¹	1
夏	xià	Wenzhou	ɦ.o.²²	ɦ o ²²	1
夏	xià	Changsha	ɕ.i.a.²¹	ɕ i a ²¹	1
夏	xià	Shuangfeng	ɣ.i.o.³³	ɣ i o ³³	1
夏	xià	Nanchang	h.a.²¹	h a ²¹	1
夏	xià	Meixian	h.a.⁵²	h a ⁵²	1
夏	xià	Guangzhou	h.a.²²	h a ²²	1
夏	xià	Xiamen	h.a.³³	h a ³³	1
夏	xià	Xiamen	h.e.³³	h e ³³	1
夏	xià	Chaozhou	h.e.¹¹	h e ¹¹	1
夏	xià	Fuzhou	x.a.²⁴²	x a ²⁴²	1
夏	xià	Shanghai	ɦ.o.¹³	ɦ o ¹³	1
夏	xià	Zhongyuan_Yinyun	x.a.Q	x a Q	1
外	wài	Beijing	.u.a.i.⁵¹	u a i ⁵¹	1
外	wài	Jinan	.u.ɛ.²¹	u ɛ ²¹	1
外	wài	Xi_an	.u.e.⁵⁵	u e ⁵⁵	1
外	wài	Taiyuan	v.a.i.⁴⁵	v a i ⁴⁵	1
外	wài	Hankou	.u.a.i.³⁵	u a i ³⁵	1
外	wài	Chengdu	.u.a.i.¹³	u a i ¹³	1
外	wài	Yangzhou	.u.e.⁵⁵	u e ⁵⁵	1
外	wài	Suzhou	ɦ.u.E.³¹	ɦ u E ³¹	1
外	wài	Suzhou	ŋ.ɒ.³¹	ŋ ɒ ³¹	1
外	wài	Wenzhou	v.a.²²	v a ²²	1
外	wài	Changsha	.u.a.i.²¹	u a i ²¹	1
外	wài	Shuangfeng	.u.e.³⁵	u e ³⁵	1
外	wài	Nanchang	n.a.i.²¹	n a i ²¹	1
外	wài	Meixian	ŋ.u.a.i.⁵²	ŋ u a i ⁵²	1
外	wài	Guangzhou	ŋ.ɔ.i.²²	ŋ ɔ i ²²	1
外	wài	Xiamen	g.u.e.³³	g u e ³³	1
外	wài	Xiamen	g.u.a.³³	g u a ³³	1
外	wài	Chaozhou	g.u.a.¹¹	g u a ¹¹	1
外	wài	Fuzhou	ŋ.u.e.i.²⁴²	ŋ u e i ²⁴²	1
外	wài	Shanghai	ŋ.a.¹³	ŋ a ¹³	1
外	wài	Zhongyuan_Yinyun	.u.a.i.Q	u a i Q	1
多	duō	Beijing	t.u.o.⁵⁵	t u o ⁵⁵	1
多	duō	Jinan	t.u.ə.²¹³	t u ə ²¹³	1
多	duō	Xi_an	t.u.o.²¹	t u o ²¹	1
多	duō	Taiyuan	t.u.ə.¹¹	t u ə ¹¹	1
多	duō	Taiyuan	t.ə.¹¹	t ə ¹¹	1
多	duō	Hankou	t.o.⁵⁵	t o ⁵⁵	1
多	duō	Chengdu	t.o.⁴⁴	t o ⁴⁴	1
多	duō	Yangzhou	t.o.²¹	t o ²¹	1
多	duō	Suzhou	t.ə.u.⁴⁴	t ə u ⁴⁴	1
多	duō	Wenzhou	t.u.⁴⁴	t u ⁴⁴	1
多	duō	Changsha	t.o.³³	t o ³³	1
多	duō	Shuangfeng	t.ʊ.⁵⁵	t ʊ ⁵⁵	1
多	duō	Nanchang	t.ɔ.⁴²	t ɔ ⁴²	1
多	duō	Meixian	t.ɔ.⁴⁴	t ɔ ⁴⁴	1
多	duō	Guangzhou	t.ɔ.⁵³/⁵⁵	t ɔ ⁵³/⁵⁵	1
多	duō	Xiamen	t.o.⁵⁵	t o ⁵⁵	1
多	duō	Chaozhou	t.o.³³	t o ³³	1
多	duō	Fuzhou	t.ɔ.⁴⁴	t ɔ ⁴⁴	1
多	duō	Shanghai	t.u.⁵³	t u ⁵³	1
多	duō	Zhongyuan_Yinyun	t.u.o.P	t u o P	1
夜	yè	Beijing	.i.e.⁵¹	i e ⁵¹	1
夜	yè	Jinan	.i.e.²¹	i e ²¹	1
夜	yè	Xi_an	.i.e.⁵⁵	i e ⁵⁵	1
夜	yè	Taiyuan	.i.ɛ.⁴⁵	i ɛ ⁴⁵	1
夜	yè	Hankou	.i.e.³⁵	i e ³⁵	1
夜	yè	Chengdu	.i.e.¹³	i e ¹³	1
夜	yè	Yangzhou	.ɪ.⁵⁵	ɪ ⁵⁵	1
夜	yè	Suzhou	.i.ɒ.⁴¹²	i ɒ ⁴¹²	1
夜	yè	Wenzhou	ɦ.i.²²	ɦ i ²²	1
夜	yè	Changsha	.i.e.⁵⁵	i e ⁵⁵	1
夜	yè	Changsha	.i.a.⁵⁵	i a ⁵⁵	1
夜	yè	Shuangfeng	.i.o.³³	i o ³³	1
夜	yè	Nanchang	.i.a.²¹	i a ²¹	1
夜	yè	Meixian	j.a.⁵²	j a ⁵²	1
夜	yè	Guangzhou	j.ɛ.²²	j ɛ ²²	1
夜	yè	Xiamen	.i.a.³³	i a ³³	1
夜	yè	Chaozhou	m.e.⁵⁵	m e ⁵⁵	1
夜	yè	Fuzhou	.i.a.²⁴²	i a ²⁴²	1
夜	yè	Shanghai	.i.a.¹³	i a ¹³	1
夜	yè	Zhongyuan_Yinyun	.i.e.Q	i e Q	1
夠	gòu	Beijing	k.o.u.⁵¹	k o u ⁵¹	1
夠	gòu	Jinan	k.o.u.²¹	k o u ²¹	1
夠	gòu	Xi_an	k.o.u.⁵⁵	k o u ⁵⁵	1
夠	gòu	Taiyuan	k.o.u.⁴⁵	k o u ⁴⁵	1
夠	gòu	Hankou	k.o.u.³⁵	k o u ³⁵	1
夠	gòu	Chengdu	k.ə.u.¹³	k ə u ¹³	1
夠	gòu	Yangzhou	k.ɤ.ɯ.⁵⁵	k ɤ ɯ ⁵⁵	1
夠	gòu	Suzhou	k.ø.y.⁴¹²	k ø y ⁴¹²	1
夠	gòu	Wenzhou	k.ə.u.⁴²	k ə u ⁴²	1
夠	gòu	Changsha	k.ɤ.u.⁵⁵	k ɤ u ⁵⁵	1
夠	gòu	Shuangfeng	k.i.e.³⁵	k i e ³⁵	1
夠	gòu	Nanchang	k.i.ɛ.u.⁴⁵	k i ɛ u ⁴⁵	1
夠	gòu	Meixian	k.ɛ.u.⁵²	k ɛ u ⁵²	1
夠	gòu	Guangzhou	k.a.u.³³	k a u ³³	1
夠	gòu	Xiamen	k.ɔ.¹¹	k ɔ ¹¹	1
夠	gòu	Chaozhou	k.o.u.²¹³	k o u ²¹³	1
夠	gòu	Fuzhou	k.a.u.²¹³	k a u ²¹³	1
夢	mèng	Beijing	m.ə.ŋ.⁵¹	m ə ŋ ⁵¹	1
夢	mèng	Jinan	m.ə.ŋ.²¹	m ə ŋ ²¹	1
夢	mèng	Xi_an	m.ə.ŋ.⁵⁵	m ə ŋ ⁵⁵	1
夢	mèng	Taiyuan	m.ə.ŋ.⁴⁵	m ə ŋ ⁴⁵	1
夢	mèng	Hankou	m.o.ŋ.³⁵	m o ŋ ³⁵	1
夢	mèng	Chengdu	m.o.ŋ.¹³	m o ŋ ¹³	1
夢	mèng	Yangzhou	m.ɔ.u.ŋ.⁵⁵	m ɔ u ŋ ⁵⁵	1
夢	mèng	Suzhou	m.o.ŋ.³¹	m o ŋ ³¹	1
夢	mèng	Wenzhou	m.o.ŋ.²²	m o ŋ ²²	1
夢	mèng	Changsha	m.o.ŋ.²¹	m o ŋ ²¹	1
夢	mèng	Shuangfeng	m.a.ŋ.³³	m a ŋ ³³	1
夢	mèng	Shuangfeng	m.ə.n.³³	m ə n ³³	1
夢	mèng	Nanchang	m.u.ŋ.²¹	m u ŋ ²¹	1
夢	mèng	Meixian	m.u.ŋ.⁵²	m u ŋ ⁵²	1
夢	mèng	Guangzhou	m.u.ŋ.²²	m u ŋ ²²	1
夢	mèng	Xiamen	b.ɔ.ŋ.³³	b ɔ ŋ ³³	1
夢	mèng	Xiamen	b.a.ŋ.³³	b a ŋ ³³	1
夢	mèng	Chaozhou	m.a.ŋ.¹¹	m a ŋ ¹¹	1
夢	mèng	Fuzhou	m.a.u.ŋ.²⁴²	m a u ŋ ²⁴²	1
夢	mèng	Fuzhou	m.ɵ.y.ŋ.²⁴²	m ɵ y ŋ ²⁴²	1
夢	mèng	Shanghai	m.o.ŋ.¹³	m o ŋ ¹³	1
夢	mèng	Zhongyuan_Yinyun	m.u.ŋ.Q	m u ŋ Q	1
天	tiān	Beijing	tʰ.i.a.n.⁵⁵	tʰ i a n ⁵⁵	1
天	tiān	Jinan	tʰ.i.aː ²¹³	tʰ i aː ²¹³	1
天	tiān	Xi_an	tʰ.i.aː ²¹	tʰ i aː ²¹	1
天	tiān	Taiyuan	tʰ.i.ɛ.¹¹	tʰ i ɛ ¹¹	1
天	tiān	Hankou	tʰ.i.a.n.⁵⁵	tʰ i a n ⁵⁵	1
天	tiān	Chengdu	tʰ.i.a.n.⁴⁴	tʰ i a n ⁴⁴	1
天	tiān	Yangzhou	tʰ.ɪː ²¹	tʰ ɪː ²¹	1
天	tiān	Suzhou	tʰ.ɪ.⁴⁴	tʰ ɪ ⁴⁴	1
天	tiān	Wenzhou	tʰ.i.⁴⁴	tʰ i ⁴⁴	1
天	tiān	Changsha	tʰ.i.eː ³³	tʰ i eː ³³	1
天	tiān	Shuangfeng	tʰ.ɪː ⁵⁵	tʰ ɪː ⁵⁵	1
